"fdc_id","data_type","description","food_category_id","publication_date"
"168928","sr_legacy_food","Pasta, cooked, unenriched, without added salt","20","2019-04-01"
"168929","sr_legacy_food","Cornmeal, degermed, unenriched, yellow","20","2019-04-01"
"168930","sr_legacy_food","Rice, white, medium-grain, cooked, unenriched","20","2019-04-01"
"168931","sr_legacy_food","Rice, white, short-grain, raw, unenriched","20","2019-04-01"
"168932","sr_legacy_food","Rice, white, short-grain, cooked, unenriched","20","2019-04-01"
"168933","sr_legacy_food","Semolina, unenriched","20","2019-04-01"
"168934","sr_legacy_food","Spaghetti, protein-fortified, cooked, enriched (n x 6.25)","20","2019-04-01"
"168935","sr_legacy_food","Rice, white, long-grain, regular, cooked, unenriched, with salt","20","2019-04-01"
"168936","sr_legacy_food","Wheat flour, white, all-purpose, enriched, unbleached","20","2019-04-01"
"168937","sr_legacy_food","Spaghetti, protein-fortified, dry, enriched (n x 6.25)","20","2019-04-01"
"168938","sr_legacy_food","Wheat flour, white (industrial), 10% protein, unbleached, enriched","20","2019-04-01"
"168939","sr_legacy_food","Wheat flour, white (industrial), 11.5% protein, bleached, enriched","20","2019-04-01"
"168940","sr_legacy_food","Wheat flour, white (industrial), 11.5% protein, bleached, unenriched","20","2019-04-01"
"168941","sr_legacy_food","Wheat flour, white (industrial), 11.5% protein, unbleached, enriched","20","2019-04-01"
"168942","sr_legacy_food","Wheat flour, white (industrial), 13% protein, bleached, enriched","20","2019-04-01"
"168943","sr_legacy_food","Sorghum flour, whole-grain","20","2019-04-01"
"168944","sr_legacy_food","Wheat flour, whole-grain, soft wheat","20","2019-04-01"
"168945","sr_legacy_food","Potatoes, yellow fleshed, hash brown, shredded, salt added in processing, frozen, unprepared","11","2019-04-01"
"168946","sr_legacy_food","Potatoes, french fried, wedge cut, frozen, unprepared","11","2019-04-01"
"168947","sr_legacy_food","Potatoes, french fried, steak cut, salt not added in processing, frozen, unprepared","11","2019-04-01"
"168948","sr_legacy_food","Potatoes, french fried, cross cut, frozen, unprepared","11","2019-04-01"
"168949","sr_legacy_food","Rice and vermicelli mix, beef flavor, unprepared","22","2019-04-01"
"168950","sr_legacy_food","Rice and vermicelli mix, beef flavor, prepared with 80% margarine","22","2019-04-01"
"168951","sr_legacy_food","Rice and vermicelli mix, rice pilaf flavor, unprepared","22","2019-04-01"
"168952","sr_legacy_food","Rice and vermicelli mix, rice pilaf flavor, prepared with 80% margarine","22","2019-04-01"
"168953","sr_legacy_food","Pasta mix, classic cheeseburger macaroni, unprepared","22","2019-04-01"
"168954","sr_legacy_food","Pasta mix, classic beef, unprepared","22","2019-04-01"
"168955","sr_legacy_food","Pasta mix, Italian lasagna, unprepared","22","2019-04-01"
"168956","sr_legacy_food","Yellow rice with seasoning, dry packet mix, unprepared","22","2019-04-01"
"168957","sr_legacy_food","Pizza rolls, frozen, unprepared","22","2019-04-01"
"168958","sr_legacy_food","Pasta mix, Italian four cheese lasagna, unprepared","22","2019-04-01"
"168959","sr_legacy_food","Spanish rice mix, dry mix, unprepared","22","2019-04-01"
"168960","sr_legacy_food","Lasagna, cheese, frozen, unprepared","22","2019-04-01"
"168961","sr_legacy_food","Chicken, thighs, frozen, breaded, reheated","22","2019-04-01"
"168962","sr_legacy_food","Turnover, meat- and cheese-filled, tomato-based sauce, reduced fat, frozen","22","2019-04-01"
"168963","sr_legacy_food","Turnover, filled with egg, meat and cheese, frozen","22","2019-04-01"
"168964","sr_legacy_food","Rice mix, white and wild, flavored, unprepared","22","2019-04-01"
"168965","sr_legacy_food","Salisbury steak with gravy, frozen","22","2019-04-01"
"168966","sr_legacy_food","Infant Formula, MEAD JOHNSON, ENFAMIL, Newborn, with ARA and DHA, powder","3","2019-04-01"
"168967","sr_legacy_food","Infant Formula, MEAD JOHNSON, ENFAMIL, Premium LIPIL, Infant, powder","3","2019-04-01"
"168968","sr_legacy_food","Infant Formula, MEAD JOHNSON, ENFAMIL, Premium LIPIL, Infant, Liquid concentrate, not reconstituted","3","2019-04-01"
"168969","sr_legacy_food","Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Infant, Liquid concentrate, not reconstituted","3","2019-04-01"
"168970","sr_legacy_food","Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, GENTLEASE, Toddler transitions, with ARA and DHA, powder","3","2019-04-01"
"168971","sr_legacy_food","Infant formula, ABBOTT NUTRITION, SIMILAC, GO AND GROW, powder, with ARA and DHA","3","2019-04-01"
"168972","sr_legacy_food","Infant formula, GERBER, GOOD START 2 SOY, with iron, powder","3","2019-04-01"
"168973","sr_legacy_food","Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, PurAmino, powder, not reconstituted","3","2019-04-01"
"168974","sr_legacy_food","Infant formula, MEAD JOHNSON, ENFAMIL, Premature, 20 calories ready-to-feed Low iron","3","2019-04-01"
"168975","sr_legacy_food","Babyfood, rice cereal, dry, EARTHS BEST ORGANIC WHOLE GRAIN, fortified only with iron","3","2019-04-01"
"168976","sr_legacy_food","Agutuk, fish/berry with seal oil (Alaskan ice cream) (Alaska Native)","24","2019-04-01"
"168977","sr_legacy_food","Agutuk, meat-caribou (Alaskan ice cream) (Alaska Native)","24","2019-04-01"
"168978","sr_legacy_food","Ascidians (tunughnak) (Alaska Native)","24","2019-04-01"
"168979","sr_legacy_food","Whale, beluga, flipper, raw (Alaska Native)","24","2019-04-01"
"168980","sr_legacy_food","Whale, beluga, liver, raw (Alaska Native)","24","2019-04-01"
"168981","sr_legacy_food","Oil, beluga, whale (Alaska Native)","24","2019-04-01"
"168982","sr_legacy_food","Blackberries, wild, raw (Alaska Native)","24","2019-04-01"
"168983","sr_legacy_food","Caribou, liver, raw (Alaska Native)","24","2019-04-01"
"168984","sr_legacy_food","Stew/soup, caribou (Alaska Native)","24","2019-04-01"
"168985","sr_legacy_food","Caribou, tongue, raw (Alaska Native)","24","2019-04-01"
"168986","sr_legacy_food","Chiton, leathery, gumboots (Alaska Native)","24","2019-04-01"
"168987","sr_legacy_food","Fish, devilfish, meat (Alaska Native)","24","2019-04-01"
"168988","sr_legacy_food","Fireweed, young leaves, raw (Alaska Native)","24","2019-04-01"
"168989","sr_legacy_food","Fish, herring eggs on giant kelp, Pacific (Alaska Native)","24","2019-04-01"
"168990","sr_legacy_food","Fish, herring eggs, Pacific, dry (Alaska Native)","24","2019-04-01"
"168991","sr_legacy_food","Stew, moose (Alaska Native)","24","2019-04-01"
"168992","sr_legacy_food","Agave, cooked (Southwest)","24","2019-04-01"
"168993","sr_legacy_food","Agave, dried (Southwest)","24","2019-04-01"
"168994","sr_legacy_food","Cattail, Narrow Leaf Shoots (Northern Plains Indians)","24","2019-04-01"
"168995","sr_legacy_food","Lambsquarters, raw (Northern Plains Indians)","24","2019-04-01"
"168996","sr_legacy_food","Prairie Turnips, boiled (Northern Plains Indians)","24","2019-04-01"
"168997","sr_legacy_food","Raspberries, wild (Northern Plains Indians)","24","2019-04-01"
"168998","sr_legacy_food","Rose Hips, wild (Northern Plains Indians)","24","2019-04-01"
"168999","sr_legacy_food","Chokecherries, raw, pitted (Northern Plains Indians)","24","2019-04-01"
"169000","sr_legacy_food","Sea lion, Steller, liver (Alaska Native)","24","2019-04-01"
"169001","sr_legacy_food","Sea lion, Steller, kidney (Alaska Native)","24","2019-04-01"
"169002","sr_legacy_food","Sea lion, Steller, heart (Alaska Native)","24","2019-04-01"
"169003","sr_legacy_food","Sea lion, Steller, meat (Alaska Native)","24","2019-04-01"
"169004","sr_legacy_food","Piki bread, made from blue cornmeal (Hopi)","24","2019-04-01"
"169005","sr_legacy_food","Wocas, tuber, cooked, Oregon, yellow pond lily (Klamath)","24","2019-04-01"
"169006","sr_legacy_food","Stew, pinto bean and hominy, badufsuki (Hopi)","24","2019-04-01"
"169007","sr_legacy_food","Tamales, masa and pork filling (Hopi)","24","2019-04-01"
"169008","sr_legacy_food","APPLEBEE'S, Double Crunch Shrimp","25","2019-04-01"
"169009","sr_legacy_food","APPLEBEE'S, french fries","25","2019-04-01"
"169010","sr_legacy_food","APPLEBEE'S, KRAFT, Macaroni & Cheese, from kid's menu","25","2019-04-01"
"169011","sr_legacy_food","APPLEBEE'S, mozzarella sticks","25","2019-04-01"
"169012","sr_legacy_food","APPLEBEE'S, chicken tenders, from kids' menu","25","2019-04-01"
"169013","sr_legacy_food","T.G.I. FRIDAY'S, chicken fingers, from kids' menu","25","2019-04-01"
"169014","sr_legacy_food","T.G.I. FRIDAY'S, classic sirloin steak (10 oz)","25","2019-04-01"
"169015","sr_legacy_food","Restaurant, family style, fried mozzarella sticks","25","2019-04-01"
"169016","sr_legacy_food","Restaurant, family style, sirloin steak","25","2019-04-01"
"169017","sr_legacy_food","APPLEBEE'S, fish, hand battered","25","2019-04-01"
"169018","sr_legacy_food","APPLEBEE'S, chili","25","2019-04-01"
"169019","sr_legacy_food","T.G.I. FRIDAY'S, chicken fingers","25","2019-04-01"
"169020","sr_legacy_food","APPLEBEE'S, coleslaw","25","2019-04-01"
"169021","sr_legacy_food","CRACKER BARREL, onion rings, thick-cut","25","2019-04-01"
"169022","sr_legacy_food","DENNY'S, chicken strips","25","2019-04-01"
"169023","sr_legacy_food","DENNY'S, coleslaw","25","2019-04-01"
"169024","sr_legacy_food","DENNY'S, fish fillet, battered or breaded, fried","25","2019-04-01"
"169025","sr_legacy_food","DENNY'S, hash browns","25","2019-04-01"
"169026","sr_legacy_food","Restaurant, family style, coleslaw","25","2019-04-01"
"169027","sr_legacy_food","Restaurant, family style, onion rings","25","2019-04-01"
"169028","sr_legacy_food","Restaurant, family style, chili with meat and beans","25","2019-04-01"
"169029","sr_legacy_food","Restaurant, family style, spaghetti and meatballs","25","2019-04-01"
"169030","sr_legacy_food","CARRABBA'S ITALIAN GRILL, lasagne","25","2019-04-01"
"169031","sr_legacy_food","ON THE BORDER, Mexican rice","25","2019-04-01"
"169032","sr_legacy_food","ON THE BORDER, refried beans","25","2019-04-01"
"169033","sr_legacy_food","Restaurant, Italian, spaghetti with pomodoro sauce (no meat)","25","2019-04-01"
"169034","sr_legacy_food","ON THE BORDER, cheese quesadilla","25","2019-04-01"
"169035","sr_legacy_food","Restaurant, Mexican, cheese quesadilla","25","2019-04-01"
"169036","sr_legacy_food","CARRABBA'S ITALIAN GRILL, cheese ravioli with marinara sauce","25","2019-04-01"
"169037","sr_legacy_food","OLIVE GARDEN, cheese ravioli with marinara sauce","25","2019-04-01"
"169038","sr_legacy_food","Restaurant, Italian, cheese ravioli with marinara sauce","25","2019-04-01"
"169039","sr_legacy_food","Cereals ready-to-eat, frosted oat cereal with marshmallows","8","2019-04-01"
"169040","sr_legacy_food","Cereals ready-to-eat, WEETABIX whole grain cereal","8","2019-04-01"
"169041","sr_legacy_food","Cereals ready-to-eat, POST, GREAT GRAINS, Raisin, Date & Pecan","8","2019-04-01"
"169042","sr_legacy_food","Babyfood, juice, apple-sweet potato","3","2019-04-01"
"169043","sr_legacy_food","Babyfood, juice, orange-carrot","3","2019-04-01"
"169044","sr_legacy_food","Beverages, Orange juice drink","14","2019-04-01"
"169045","sr_legacy_food","Gums, seed gums (includes locust bean, guar)","19","2019-04-01"
"169046","sr_legacy_food","Snacks, potato chips, white, restructured, baked","23","2019-04-01"
"169047","sr_legacy_food","Babyfood, baked product, finger snacks cereal fortified","3","2019-04-01"
"169048","sr_legacy_food","Babyfood, cereal, brown rice, dry, instant","3","2019-04-01"
"169049","sr_legacy_food","Babyfood, green beans and turkey, strained","3","2019-04-01"
"169050","sr_legacy_food","Cheese, muenster, low fat","1","2019-04-01"
"169051","sr_legacy_food","Cheese, mozzarella, nonfat","1","2019-04-01"
"169052","sr_legacy_food","Margarine-like, butter-margarine blend, 80% fat, stick, without salt","4","2019-04-01"
"169053","sr_legacy_food","Margarine-like, vegetable oil-butter spread, reduced calorie, tub, with salt","4","2019-04-01"
"169054","sr_legacy_food","Babyfood, dinner, chicken and rice","3","2019-04-01"
"169055","sr_legacy_food","Salad dressing, caesar dressing, regular","4","2019-04-01"
"169056","sr_legacy_food","Salad dressing, coleslaw","4","2019-04-01"
"169057","sr_legacy_food","Salad dressing, green goddess, regular","4","2019-04-01"
"169058","sr_legacy_food","Jams and preserves, no sugar (with sodium saccharin), any flavor","19","2019-04-01"
"169059","sr_legacy_food","Candies, chocolate covered, caramel with nuts","19","2019-04-01"
"169060","sr_legacy_food","Candies, nougat, with almonds","19","2019-04-01"
"169061","sr_legacy_food","Candies, gum drops, no sugar or low calorie (sorbitol)","19","2019-04-01"
"169062","sr_legacy_food","Pie fillings, cherry, low calorie","19","2019-04-01"
"169063","sr_legacy_food","Breakfast bars, oats, sugar, raisins, coconut (include granola bar)","23","2019-04-01"
"169064","sr_legacy_food","Pretzels, soft","23","2019-04-01"
"169065","sr_legacy_food","Beans, chili, barbecue, ranch style, cooked","16","2019-04-01"
"169066","sr_legacy_food","Luncheon slices, meatless","16","2019-04-01"
"169067","sr_legacy_food","Meatballs, meatless","16","2019-04-01"
"169068","sr_legacy_food","Vegetarian fillets","16","2019-04-01"
"169069","sr_legacy_food","Sandwich spread, meatless","16","2019-04-01"
"169070","sr_legacy_food","Alcoholic beverage, wine, cooking","14","2019-04-01"
"169071","sr_legacy_food","Alcoholic beverage, wine, light","14","2019-04-01"
"169072","sr_legacy_food","Sweeteners, tabletop, saccharin (sodium saccharin)","19","2019-04-01"
"169073","sr_legacy_food","Beverage, instant breakfast powder, chocolate, not reconstituted","1","2019-04-01"
"169074","sr_legacy_food","Tomato sauce, canned, no salt added","11","2019-04-01"
"169075","sr_legacy_food","Cereals ready-to-eat, ALPEN","8","2019-04-01"
"169076","sr_legacy_food","Cereals ready-to-eat, FAMILIA","8","2019-04-01"
"169077","sr_legacy_food","Cereals ready-to-eat, wheat and bran, presweetened with nuts and fruits","8","2019-04-01"
"169078","sr_legacy_food","Cheese, cottage, with vegetables","1","2019-04-01"
"169079","sr_legacy_food","Cheese, cream, low fat","1","2019-04-01"
"169080","sr_legacy_food","Cheese, pasteurized process, American, low fat","1","2019-04-01"
"169081","sr_legacy_food","Cheese spread, cream cheese base","1","2019-04-01"
"169082","sr_legacy_food","Pork, oriental style, dehydrated","10","2019-04-01"
"169083","sr_legacy_food","Soybean, curd cheese","16","2019-04-01"
"169084","sr_legacy_food","Potatoes, canned, drained solids, no salt added","11","2019-04-01"
"169085","sr_legacy_food","Vegetables, mixed (corn, lima beans, peas, green beans, carrots) canned, no salt added","11","2019-04-01"
"169086","sr_legacy_food","Litchis, raw","9","2019-04-01"
"169087","sr_legacy_food","Litchis, dried","9","2019-04-01"
"169088","sr_legacy_food","Loganberries, frozen","9","2019-04-01"
"169089","sr_legacy_food","Longans, raw","9","2019-04-01"
"169090","sr_legacy_food","Mangosteen, canned, syrup pack","9","2019-04-01"
"169091","sr_legacy_food","Mango, dried, sweetened","9","2019-04-01"
"169092","sr_legacy_food","Melons, cantaloupe, raw","9","2019-04-01"
"169093","sr_legacy_food","Melons, casaba, raw","9","2019-04-01"
"169094","sr_legacy_food","Olives, ripe, canned (small-extra large)","9","2019-04-01"
"169095","sr_legacy_food","Olives, ripe, canned (jumbo-super colossal)","9","2019-04-01"
"169096","sr_legacy_food","Olives, pickled, canned or bottled, green","9","2019-04-01"
"169097","sr_legacy_food","Oranges, raw, all commercial varieties","9","2019-04-01"
"169098","sr_legacy_food","Orange juice, raw (Includes foods for USDA's Food Distribution Program)","9","2019-04-01"
"169099","sr_legacy_food","Orange juice, canned, unsweetened","9","2019-04-01"
"169100","sr_legacy_food","Orange juice, chilled, includes from concentrate","9","2019-04-01"
"169101","sr_legacy_food","Orange juice, chilled, includes from concentrate, with added calcium and vitamin D","9","2019-04-01"
"169102","sr_legacy_food","Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water","9","2019-04-01"
"169103","sr_legacy_food","Orange peel, raw","9","2019-04-01"
"169104","sr_legacy_food","Orange-grapefruit juice, canned or bottled, unsweetened","9","2019-04-01"
"169105","sr_legacy_food","Tangerines, (mandarin oranges), raw","9","2019-04-01"
"169106","sr_legacy_food","Tangerines, (mandarin oranges), canned, juice pack","9","2019-04-01"
"169107","sr_legacy_food","Papaya nectar, canned","9","2019-04-01"
"169108","sr_legacy_food","Passion-fruit, (granadilla), purple, raw","9","2019-04-01"
"169109","sr_legacy_food","Passion-fruit juice, purple, raw","9","2019-04-01"
"169110","sr_legacy_food","Passion-fruit juice, yellow, raw","9","2019-04-01"
"169111","sr_legacy_food","Peaches, canned, light syrup pack, solids and liquids","9","2019-04-01"
"169112","sr_legacy_food","Peaches, canned, heavy syrup pack, solids and liquids","9","2019-04-01"
"169113","sr_legacy_food","Peaches, canned, extra heavy syrup pack, solids and liquids","9","2019-04-01"
"169114","sr_legacy_food","Peaches, spiced, canned, heavy syrup pack, solids and liquids","9","2019-04-01"
"169115","sr_legacy_food","Peaches, dried, sulfured, stewed, with added sugar","9","2019-04-01"
"169116","sr_legacy_food","Peaches, frozen, sliced, sweetened","9","2019-04-01"
"169117","sr_legacy_food","Peach nectar, canned, with sucralose, without added ascorbic acid","9","2019-04-01"
"169118","sr_legacy_food","Pears, raw","9","2019-04-01"
"169119","sr_legacy_food","Pears, canned, water pack, solids and liquids","9","2019-04-01"
"169120","sr_legacy_food","Pears, canned, extra heavy syrup pack, solids and liquids","9","2019-04-01"
"169121","sr_legacy_food","Pears, dried, sulfured, uncooked","9","2019-04-01"
"169122","sr_legacy_food","Pears, dried, sulfured, stewed, without added sugar","9","2019-04-01"
"169123","sr_legacy_food","Pears, dried, sulfured, stewed, with added sugar","9","2019-04-01"
"169124","sr_legacy_food","Pineapple, raw, all varieties","9","2019-04-01"
"169125","sr_legacy_food","Pineapple, canned, water pack, solids and liquids","9","2019-04-01"
"169126","sr_legacy_food","Pineapple, canned, juice pack, solids and liquids","9","2019-04-01"
"169127","sr_legacy_food","Pineapple, canned, light syrup pack, solids and liquids","9","2019-04-01"
"169128","sr_legacy_food","Pineapple juice, frozen concentrate, unsweetened, diluted with 3 volume water","9","2019-04-01"
"169129","sr_legacy_food","Pitanga, (surinam-cherry), raw","9","2019-04-01"
"169130","sr_legacy_food","Plantains, yellow, raw","9","2019-04-01"
"169131","sr_legacy_food","Plantains, yellow, baked","9","2019-04-01"
"169132","sr_legacy_food","Plums, canned, purple, heavy syrup pack, solids and liquids","9","2019-04-01"
"169133","sr_legacy_food","Plums, canned, purple, extra heavy syrup pack, solids and liquids","9","2019-04-01"
"169134","sr_legacy_food","Pomegranates, raw","9","2019-04-01"
"169135","sr_legacy_food","Lima beans, immature seeds, cooked, boiled, drained, without salt","11","2019-04-01"
"169136","sr_legacy_food","Lima beans, immature seeds, canned, regular pack, solids and liquids","11","2019-04-01"
"169137","sr_legacy_food","Mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt","11","2019-04-01"
"169138","sr_legacy_food","Mung beans, mature seeds, sprouted, cooked, stir-fried","11","2019-04-01"
"169139","sr_legacy_food","Beans, navy, mature seeds, sprouted, raw","11","2019-04-01"
"169140","sr_legacy_food","Beans, navy, mature seeds, sprouted, cooked, boiled, drained, without salt","11","2019-04-01"
"169141","sr_legacy_food","Beans, snap, green, cooked, boiled, drained, without salt","11","2019-04-01"
"169142","sr_legacy_food","Beans, snap, green, canned, regular pack, solids and liquids","11","2019-04-01"
"169143","sr_legacy_food","Beans, snap, green, canned, regular pack, drained solids","11","2019-04-01"
"169144","sr_legacy_food","Beans, snap, canned, all styles, seasoned, solids and liquids","11","2019-04-01"
"169145","sr_legacy_food","Beets, raw","11","2019-04-01"
"169146","sr_legacy_food","Beets, cooked, boiled, drained","11","2019-04-01"
"169147","sr_legacy_food","Beets, canned, regular pack, solids and liquids","11","2019-04-01"
"169148","sr_legacy_food","Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted","10","2019-04-01"
"169149","sr_legacy_food","Pork, cured, ham -- water added, whole, boneless, separable lean only, unheated","10","2019-04-01"
"169150","sr_legacy_food","Pork, cured, ham and water product, shank, bone-in, separable lean only, heated, roasted","10","2019-04-01"
"169151","sr_legacy_food","Pork, cured, ham -- water added, slice, bone-in, separable lean only, unheated","10","2019-04-01"
"169152","sr_legacy_food","Pork, cured, ham and water product, rump, bone-in, separable lean only, unheated","10","2019-04-01"
"169153","sr_legacy_food","Pork, cured, ham and water product, slice, bone-in, separable lean only, unheated","10","2019-04-01"
"169154","sr_legacy_food","Pork, cured, ham and water product, shank, bone-in, unheated, separable lean only","10","2019-04-01"
"169155","sr_legacy_food","Pork, cured, ham, separable fat, boneless, heated","10","2019-04-01"
"169156","sr_legacy_food","Pork, cured, ham, separable fat, boneless, unheated","10","2019-04-01"
"169157","sr_legacy_food","Pork, pickled pork hocks","10","2019-04-01"
"169158","sr_legacy_food","Pork, cured, ham, slice, bone-in, separable lean only, heated, pan-broil","10","2019-04-01"
"169159","sr_legacy_food","Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, unheated","10","2019-04-01"
"169160","sr_legacy_food","Pork, cured, ham and water product, whole, boneless, separable lean and fat, unheated","10","2019-04-01"
"169161","sr_legacy_food","Pork, cured, ham and water product, slice, bone-in, separable lean and fat, unheated","10","2019-04-01"
"169162","sr_legacy_food","Pork, cured, ham and water product, shank, bone-in, separable lean and fat, unheated","10","2019-04-01"
"169163","sr_legacy_food","Pork, cured, ham and water product, rump, bone-in, separable lean and fat, unheated","10","2019-04-01"
"169164","sr_legacy_food","Pork, cured, ham -- water added, rump, bone-in, separable lean and fat, heated, roasted","10","2019-04-01"
"169165","sr_legacy_food","Pork, cured, ham -- water added, shank, bone-in, separable lean and fat, heated, roasted","10","2019-04-01"
"169166","sr_legacy_food","Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, heated, pan-broil","10","2019-04-01"
"169167","sr_legacy_food","Pork, cured, ham -- water added, slice, boneless, separable lean and fat, heated, pan-broil","10","2019-04-01"
"169168","sr_legacy_food","Pork, cured, ham and water product, slice, boneless, separable lean and fat, heated, pan-broil","10","2019-04-01"
"169169","sr_legacy_food","Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted","10","2019-04-01"
"169170","sr_legacy_food","Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, heated, roasted","10","2019-04-01"
"169171","sr_legacy_food","Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, heated, roasted","10","2019-04-01"
"169172","sr_legacy_food","Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, heated, pan-broil","10","2019-04-01"
"169173","sr_legacy_food","Pork, cured, ham, rump, bone-in, separable lean only, heated, roasted","10","2019-04-01"
"169174","sr_legacy_food","Pork, cured, ham, rump, bone-in, separable lean only, unheated","10","2019-04-01"
"169175","sr_legacy_food","Pork, cured, ham, shank, bone-in, separable lean only, heated, roasted","10","2019-04-01"
"169176","sr_legacy_food","Pork, cured, ham, shank, bone-in, separable lean only, unheated","10","2019-04-01"
"169177","sr_legacy_food","Pork, cured, ham, slice, bone-in, separable lean and fat, unheated","10","2019-04-01"
"169178","sr_legacy_food","Pork, fresh, spareribs, separable lean and fat, cooked, roasted","10","2019-04-01"
"169179","sr_legacy_food","Pork, fresh, composite of separable fat, with added solution, raw","10","2019-04-01"
"169180","sr_legacy_food","Pork, fresh, loin, tenderloin, separable lean only, with added solution, cooked, roasted","10","2019-04-01"
"169181","sr_legacy_food","Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw","10","2019-04-01"
"169182","sr_legacy_food","Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, raw","10","2019-04-01"
"169183","sr_legacy_food","Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, broiled","10","2019-04-01"
"169184","sr_legacy_food","Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, raw","10","2019-04-01"
"169185","sr_legacy_food","Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, cooked, roasted","10","2019-04-01"
"169186","sr_legacy_food","Pork, Leg Cap Steak, boneless, separable lean and fat, raw","10","2019-04-01"
"169187","sr_legacy_food","Pork, Shoulder breast, boneless, separable lean and fat, raw","10","2019-04-01"
"169188","sr_legacy_food","Pork, Shoulder breast, boneless, separable lean and fat, cooked, broiled","10","2019-04-01"
"169189","sr_legacy_food","Pork, shoulder, petite tender, boneless, separable lean and fat, cooked, broiled","10","2019-04-01"
"169190","sr_legacy_food","Pork, ground, 96% lean / 4% fat, raw","10","2019-04-01"
"169191","sr_legacy_food","Pork, ground, 72% lean / 28% fat, cooked, crumbles","10","2019-04-01"
"169192","sr_legacy_food","Pork, ground, 84% lean / 16% fat, cooked, crumbles","10","2019-04-01"
"169193","sr_legacy_food","Pork, ground, 96% lean / 4% fat, cooked, crumbles","10","2019-04-01"
"169194","sr_legacy_food","Pork, fresh, loin, blade (chops or roasts), boneless, separable lean only, raw","10","2019-04-01"
"169195","sr_legacy_food","Pork, fresh, loin, blade (roasts), boneless, separable lean only, cooked, roasted","10","2019-04-01"
"169196","sr_legacy_food","Pork, fresh, loin, blade (chops), boneless, separable lean only, boneless, cooked, broiled","10","2019-04-01"
"169197","sr_legacy_food","Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, broiled","10","2019-04-01"
"169198","sr_legacy_food","Pork, fresh, loin, blade (roasts), boneless, separable lean and fat, cooked, roasted","10","2019-04-01"
"169199","sr_legacy_food","Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, broiled","10","2019-04-01"
"169200","sr_legacy_food","Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, broiled","10","2019-04-01"
"169201","sr_legacy_food","Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, roasted","10","2019-04-01"
"169202","sr_legacy_food","Amaranth leaves, cooked, boiled, drained, without salt","11","2019-04-01"
"169203","sr_legacy_food","Arrowhead, raw","11","2019-04-01"
"169204","sr_legacy_food","Arrowhead, cooked, boiled, drained, without salt","11","2019-04-01"
"169205","sr_legacy_food","Artichokes, (globe or french), raw","11","2019-04-01"
"169206","sr_legacy_food","Asparagus, canned, regular pack, solids and liquids","11","2019-04-01"
"169207","sr_legacy_food","Asparagus, canned, drained solids","11","2019-04-01"
"169208","sr_legacy_food","Asparagus, frozen, unprepared","11","2019-04-01"
"169209","sr_legacy_food","Asparagus, frozen, cooked, boiled, drained, without salt","11","2019-04-01"
"169210","sr_legacy_food","Bamboo shoots, raw","11","2019-04-01"
"169211","sr_legacy_food","Bamboo shoots, cooked, boiled, drained, without salt","11","2019-04-01"
"169212","sr_legacy_food","Bamboo shoots, canned, drained solids","11","2019-04-01"
"169213","sr_legacy_food","Beans, kidney, mature seeds, sprouted, raw","11","2019-04-01"
"169214","sr_legacy_food","Corn, sweet, yellow, canned, whole kernel, drained solids","11","2019-04-01"
"169215","sr_legacy_food","Corn, sweet, yellow, canned, cream style, regular pack","11","2019-04-01"
"169216","sr_legacy_food","Corn, sweet, yellow, canned, vacuum pack, regular pack","11","2019-04-01"
"169217","sr_legacy_food","Corn, yellow, whole kernel, frozen, microwaved","11","2019-04-01"
"169218","sr_legacy_food","Corn with red and green peppers, canned, solids and liquids","11","2019-04-01"
"169219","sr_legacy_food","Cornsalad, raw","11","2019-04-01"
"169220","sr_legacy_food","Cowpeas (blackeyes), immature seeds, raw","11","2019-04-01"
"169221","sr_legacy_food","Cowpeas, young pods with seeds, cooked, boiled, drained, without salt","11","2019-04-01"
"169222","sr_legacy_food","Yardlong bean, raw","11","2019-04-01"
"169223","sr_legacy_food","Yardlong bean, cooked, boiled, drained, without salt","11","2019-04-01"
"169224","sr_legacy_food","Cowpeas, leafy tips, raw","11","2019-04-01"
"169225","sr_legacy_food","Cucumber, peeled, raw","11","2019-04-01"
